SA2011;MDM_rank;MDM_PC_inc;MDM_PC_emp
N00003633;41;33;46
N00003634;810;22;27
N00003635;2174;11;23
N00003636;1927;17;14
N00003637;3870;8;15
N00003638;3369;10;14
N00003639;3273;13;15
N00003640;1001;16;37
N00003641;1697;18;13
N00003642;876;22;20
N00003643;2091;13;20
N00003644;3493;14;9
N00003645;2406;11;21
N00003646;2283;15;19
N00003647;2574;14;15
N00003648;2526;11;16
N00003649;2630;13;12
N00003650;2105;15;17
N00003651;1586;16;20
N00003652;1490;16;19
N00003653;3391;9;12
N00003654;609;22;32
N00003655;405;21;47
N00003656;1183;23;18
N00003657;806;22;31
N00003658;1790;16;21
N00003659;1006;22;20
N00003660;2462;12;20
N00003661;1792;15;27
N00003662;567;20;41
N00003663;983;15;37
N00003664;1468;20;21
N00003665;1049;19;26
N00003666;1113;19;26
N00003667;2766;12;16
N00003668;2171;17;15
N00003669;1584;19;14
N00003670;1558;17;20
N00003671;434;21;40
N00003672;1098;23;20
N00003673;2258;8;22
N00003674;2421;18;11
N00003675;890;20;25
N00003676;838;15;39
N00003677;1059;12;33
N00003678;1168;11;34
N00003679;905;19;33
N00003680;401;19;44
N00003681;578;15;31
N00003682;187;12;59
N00003683;789;21;31
N00003684;445;13;43
N00003685;2224;12;21
N00003686;1112;14;34
N00003687;1915;14;23
N00003688;1122;15;24
N00003689;230;13;48
N00003690;2470;12;18
N00003691;1216;21;16
N00003692;1630;18;16
N00003693;2399;13;17
N00003694;1508;22;15
N00003695;2871;13;16
N00003696;1200;19;18
N00003697;2161;15;15
N00003698;2550;13;16
N00003699;2047;19;16
N00003700;2616;14;15
N00003701;3537;9;11
N00003702;3582;13;8
N00003703;2958;15;12
N00003704;2210;17;17
N00003705;1430;18;24
N00003706;1018;20;32
N00003707;2324;15;17
N00003708;2115;15;22
N00003709;1771;15;24
N00003710;1526;15;30
N00003711;1260;22;19
N00003712;1679;15;26
N00003713;1818;11;26
N00003714;356;22;40
N00003715;1891;10;31
N00003716;395;28;29
N00003717;937;21;24
N00003718;2612;14;20
N00003719;2842;16;13
N00003720;3575;6;15
N00003721;840;25;24
N00003722;731;28;20
N00003723;835;29;18
N00003724;555;25;26
N00003725;928;20;32
N00003726;561;27;24
N00003727;103;37;50
N00003728;1045;22;19
N00003729;759;24;30
N00003730;589;26;24
N00003731;1213;21;23
N00003732;144;28;50
N00003733;151;31;47
N00003734;1570;12;28
N00003735;562;15;35
N00003736;1228;16;25
N00003737;1081;8;39
N00003738;377;19;39
N00003739;785;23;26
N00003740;570;20;35
N00003741;158;25;41
N00003742;1273;9;34
N00003743;3399;11;14
N00003744;3122;11;17
N00003745;3431;12;8
N00003746;3113;12;19
N00003747;2739;14;16
N00003748;1676;19;18
N00003749;1509;22;20
N00003750;3451;13;13
N00003751;3662;9;14
N00003752;3141;10;18
N00003753;1333;18;26
N00003754;2403;17;11
N00003755;1897;17;16
N00003756;18;22;50
N00003757;2363;9;28
N00003758;1564;20;18
N00003759;1276;14;33
N00003760;670;15;38
N00003761;1830;15;23
N00003762;2215;16;14
N00003763;1913;19;12
N00003764;2028;16;16
N00003765;1958;18;16
N00003766;2514;15;16
N00003767;2979;13;13
N00003768;3313;13;15
N00003769;1478;15;29
N00003770;1010;15;28
N00003771;1551;16;26
N00003772;278;13;54
N00003773;1011;21;23
N00003774;2110;16;16
N00003775;3136;15;12
N00003776;2411;12;23
N00003777;638;20;34
N00003778;399;23;36
N00003779;163;23;45
N00003780;3283;10;16
N00003781;2257;10;26
N00003782;3310;9;14
N00003783;2097;10;25
N00003784;1077;17;39
N00003785;2199;18;15
N00003786;2489;14;17
N00003787;2112;17;16
N00003788;1336;17;29
N00003789;1673;19;13
N00003790;499;22;35
N00003791;1674;17;23
N00003792;1047;18;31
N00003793;1847;19;15
N00003794;1377;17;28
N00003795;978;23;25
N00003796;715;33;18
N00003797;751;24;25
N00003798;776;22;31
N00003799;2986;10;18
N00003800;3224;15;14
N00003801;1997;18;16
N00003802;3240;11;19
N00003803;2237;13;20
N00003804;2494;16;13
N00003805;1935;10;30
N00003806;1235;12;34
N00003807;750;12;41
N00003808;1261;14;30
N00003809;3417;12;11
N00003810;667;11;41
N00003811;3363;8;14
N00003812;1763;15;24
N00003813;1634;18;20
N00003814;1180;18;30
N00003815;447;24;35
N00003816;753;9;42
N00003817;2636;11;13
N00003818;1429;16;22
N00003819;2158;13;17
N00003820;2167;11;15
N00003821;1155;21;17
N00003822;1643;18;22
N00003823;2870;14;14
N00003824;1309;23;16
N00003825;2172;14;20
N00003826;3411;12;10
N00003827;2652;11;15
N00003828;1267;19;14
N00003829;1426;18;20
N00003830;940;21;20
N00003831;1044;23;11
N00003832;656;29;22
N00003833;440;23;35
N00003834;738;18;37
N00003835;1834;16;19
N00003836;2752;12;20
N00003837;2396;15;17
N00003838;2304;17;14
N00003839;2155;19;10
N00003840;3010;11;14
N00003841;2921;13;18
N00003842;3169;15;14
N00003843;1821;11;27
N00003844;3548;14;8
N00003845;1344;21;23
N00003846;1701;14;25
N00003847;1583;13;30
N00003848;1415;19;24
N00003849;976;22;22
N00003850;519;30;27
N00003851;685;30;22
N00003852;623;23;33
N00003853;2109;16;19
N00003854;1094;21;19
N00003855;1483;22;19
N00003856;1305;23;19
N00003857;2289;16;15
N00003858;1761;17;16
N00003859;1214;17;28
N00003860;1514;20;19
N00003861;1877;16;17
N00003862;1898;18;16
N00003863;253;24;38
N00003864;2132;10;23
N00003865;1455;13;27
N00003866;2263;10;24
N00003867;1379;14;28
N00003868;1859;14;23
N00003869;1704;11;28
N00003870;438;27;27
N00003871;3691;12;12
N00003872;346;20;38
N00003873;1302;17;27
N00003874;2061;17;18
N00003875;1174;21;23
N00003876;1078;24;16
N00003877;2648;13;12
N00003878;2011;18;10
N00003879;2362;14;13
N00003880;2461;17;13
N00003881;3137;11;20
N00003882;4099;4;14
N00003883;3466;12;15
N00003884;2275;13;18
N00003885;1844;11;24
N00003886;1533;12;31
N00003887;1837;14;27
N00003888;4046;6;8
N00003889;2728;12;22
N00003890;1459;8;34
N00003891;2602;11;16
N00003892;2344;14;17
N00003893;1770;17;21
N00003894;1685;14;27
N00003895;2548;11;18
N00003896;1530;12;31
N00003897;874;14;32
N00003898;4349;9;11
N00003899;4005;12;11
N00003900;1204;11;29
N00003901;300;25;34
N00003902;3804;10;11
N00003903;4447;9;5
N00003904;2508;17;15
N00003905;1727;11;31
N00003906;1573;14;23
N00003907;3065;8;13
N00003908;755;11;41
N00003909;1301;16;29
N00003910;1864;13;20
N00003911;3811;9;12
N00003912;3791;10;13
N00003913;1609;8;28
N00003914;3790;7;12
N00003915;1245;14;21
N00003916;3728;6;12
N00003917;1428;13;31
N00003918;1087;17;27
N00003919;3816;6;14
N00003920;3153;8;18
N00003921;3286;10;17
N00003922;2695;11;19
N00003923;3462;9;14
N00003924;2453;8;21
N00003925;3182;9;15
N00003926;3943;7;8
N00003927;4326;7;9
N00003928;1866;12;28
N00003929;4089;4;11
N00003930;3609;9;15
N00003931;1256;14;28
N00003932;3261;11;11
N00003933;3568;10;9
N00003934;2590;12;13
N00003935;2902;15;13
N00003936;4122;7;11
N00003937;3732;11;6
N00003938;2638;13;16
N00003939;3796;6;9
N00003940;3595;9;13
N00003941;3807;9;10
N00003942;4293;7;8
N00003943;3403;8;15
N00003944;3467;8;13
N00003945;3751;8;13
N00003946;4272;3;11
N00003947;3825;8;10
N00003948;4036;4;10
N00003949;4063;6;9
N00003950;2853;13;17
N00003951;2952;8;21
N00003952;3315;6;17
N00003953;3654;9;15
N00003954;3709;8;14
N00003955;3888;2;14
N00003956;3763;7;12
N00003957;353;15;40
N00003958;872;16;34
N00003959;1433;14;30
N00003960;3242;14;12
N00003961;3605;2;17
N00003962;3982;7;13
N00003963;4100;2;12
N00003964;2041;11;19
N00003965;3266;13;14
N00003966;1170;11;28
N00003967;4246;7;9
N00003968;2917;7;19
N00003969;2144;17;19
N00003970;3006;9;17
N00003971;2378;10;22
N00003972;1400;10;34
N00003973;3704;13;10
N00003974;4198;7;8
N00003975;3958;9;10
N00003976;3539;7;13
N00003977;3864;5;14
N00003978;3877;9;12
N00003979;2996;9;15
N00003980;4230;5;12
N00003981;1162;15;31
N00003982;2498;12;20
N00003983;764;16;36
N00003984;1554;14;27
N00003985;478;12;40
N00003986;536;15;40
N00003987;435;21;40
N00003988;770;18;36
N00003989;76;30;45
N00003990;4237;7;6
N00003991;2276;12;20
N00003992;3948;6;13
N00003993;3527;13;11
N00003994;3965;8;6
N00003995;3227;9;11
N00003996;2166;15;17
N00003997;3789;11;9
N00003998;3309;12;9
N00003999;3675;11;10
N00004000;816;15;32
N00004001;926;17;32
N00004002;306;20;42
N00004003;1206;13;27
N00004004;629;16;37
N00004005;507;17;49
N00004006;779;19;33
N00004007;224;23;39
N00004008;3422;9;15
N00004009;3442;11;15
N00004010;3513;8;14
N00004011;3574;11;13
N00004012;4172;9;11
N00004013;3637;10;12
N00004014;4307;4;8
N00004015;3856;8;15
N00004016;3746;10;12
N00004017;3754;9;11
N00004018;2301;9;23
N00004019;3521;7;13
N00004020;3247;6;16
N00004021;3873;6;11
N00004022;545;17;40
N00004023;1280;21;22
N00004024;844;16;31
N00004025;2327;8;21
N00004026;4053;5;11
N00004027;3859;6;13
N00004028;2227;13;21
N00004029;2730;9;25
N00004030;2931;7;17
N00004031;635;13;37
N00004032;2265;13;21
N00004033;1388;7;31
N00004034;1972;12;19
N00004035;3536;3;16
N00004036;2267;15;18
N00004037;2353;13;16
N00004038;1453;18;20
N00004039;3179;11;13
N00004040;4164;8;10
N00004041;1990;13;25
N00004042;4201;10;11
N00004043;4345;8;10
N00004044;3212;13;16
N00004045;3092;10;17
N00004046;2595;7;24
N00004047;4465;7;6
N00004048;4458;6;7
N00004049;4399;7;9
N00004050;4117;11;8
N00004051;4386;6;6
N00004052;4503;5;7
N00004053;3508;12;8
N00004054;3880;7;12
N00004055;1718;12;28
N00004056;3731;9;12
N00004057;3723;9;10
N00004058;3861;9;9
N00004059;4141;9;6
N00004060;3082;12;11
N00004061;4008;5;10
N00004062;4380;7;8
N00004063;3949;5;11
N00004064;4367;7;9
N00004065;170;19;46
N00004066;1839;9;27
N00004067;354;25;36
N00004068;1270;10;29
N00004069;373;18;38
N00004070;1970;14;18
N00004071;491;21;32
N00004072;920;17;30
N00004073;3373;10;13
N00004074;3706;8;12
N00004075;4382;4;10
N00004076;3159;9;16
N00004077;3425;10;8
N00004078;2557;12;17
N00004079;1992;12;24
N00004080;641;12;36
N00004081;2170;11;23
N00004082;1362;17;21
N00004083;594;10;38
N00004084;4329;4;8
N00004085;3343;9;16
N00004086;182;21;48
N00004087;3433;12;12
N00004088;3995;10;13
N00004089;3812;13;9
N00004090;4515;4;3
N00004091;4530;3;2
N00004092;3858;13;9
N00004093;1724;15;21
N00004094;2063;10;24
N00004095;654;14;41
N00004096;1004;15;32
N00004097;1149;13;27
N00004098;227;23;46
N00004099;2603;12;16
N00004100;1153;14;34
N00004101;1311;12;35
N00004102;331;27;36
N00004103;599;12;47
N00004104;2811;4;22
N00004105;298;20;51
N00004106;153;26;41
N00004107;2290;10;25
N00004108;1146;12;30
N00004109;2637;14;18
N00004110;3765;9;12
N00004111;4385;5;9
N00004112;4409;3;11
N00004113;3968;11;10
N00004114;3023;16;15
N00004115;4137;4;13
N00004116;3986;12;9
N00004117;4185;10;10
N00004118;3049;16;13
N00004119;3916;10;14
N00004120;2401;13;18
N00004121;3476;8;17
N00004122;4200;9;9
N00004123;4333;8;10
N00004124;3685;10;14
N00004125;3919;12;9
N00004126;4374;9;9
N00004127;4221;10;7
N00004128;4069;13;7
N00004129;4180;11;4
N00004130;4029;11;8
N00004131;3983;10;12
N00004132;2776;13;16
N00004133;4317;6;7
N00004134;3695;7;14
N00004135;3714;10;13
N00004136;3550;15;7
N00004137;4416;8;7
N00004138;4245;8;8
N00004139;4031;11;10
N00004140;4510;6;5
N00004141;3932;6;12
N00004142;4080;8;10
N00004143;3783;9;13
N00004144;3149;11;16
N00004145;3748;10;10
N00004146;3638;11;13
N00004147;3196;10;21
N00004148;1287;7;37
N00004149;4361;8;11
N00004150;3444;10;14
N00004151;3697;10;16
N00004152;3798;6;13
N00004153;4242;7;9
N00004154;3850;14;6
N00004155;1536;14;29
N00004156;279;32;30
N00004157;3632;6;16
N00004158;3912;10;12
N00004159;1436;16;27
N00004160;652;23;22
N00004161;880;19;27
N00004162;432;22;33
N00004163;4274;8;9
N00004164;4231;8;8
N00004165;3106;13;12
N00004166;2286;17;14
N00004167;1145;16;32
N00004168;109;25;48
N00004169;2578;15;20
N00004170;3522;15;10
N00004171;4225;9;11
N00004172;3761;7;16
N00004173;3246;10;19
N00004174;4471;5;8
N00004175;4121;10;9
N00004176;4145;5;14
N00004177;2804;16;17
N00004178;4086;11;10
N00004179;4357;5;10
N00004180;3976;11;9
N00004181;2788;17;14
N00004182;4414;8;8
N00004183;1069;21;37
N00004184;4057;8;17
N00004185;3664;11;13
N00004186;3970;11;13
N00004187;4350;5;12
N00004188;3109;15;15
N00004189;3926;6;11
N00004190;3619;9;18
N00004191;4042;7;14
N00004192;2326;15;22
N00004193;3698;13;8
N00004194;4026;11;8
N00004195;673;23;25
N00004196;4181;7;9
N00004197;139;33;39
N00004198;95;35;37
N00004199;2908;14;10
N00004200;4109;11;6
N00004201;3847;6;11
N00004202;3076;12;17
N00004203;2729;11;17
N00004204;3744;8;10
N00004205;1527;18;22
N00004206;579;23;29
N00004207;2886;15;14
N00004208;963;18;26
N00004209;3298;10;17
N00004210;728;22;28
N00004211;3565;12;8
N00004212;3504;11;11
N00004213;337;18;38
N00004214;311;21;34
N00004215;3042;14;13
N00004216;1092;19;27
N00004217;559;18;38
N00004218;869;14;32
N00004219;4088;11;6
N00004220;2940;14;14
N00004221;4041;6;8
N00004222;3808;10;14
N00004223;2387;12;14
N00004224;4282;7;7
N00004225;4028;11;8
N00004226;3015;8;23
N00004227;4279;9;9
N00004228;3902;9;13
N00004229;4067;8;9
N00004230;3972;9;8
N00004231;4035;7;11
N00004232;4149;7;9
N00004233;4376;6;6
N00004234;4435;5;9
N00004235;2899;16;12
N00004236;4204;7;5
N00004237;3927;8;10
N00004238;3989;10;8
N00004239;4443;7;5
N00004240;4192;7;11
N00004241;4161;9;7
N00004242;4037;8;7
N00004243;1331;16;22
N00004244;243;22;39
N00004245;2815;7;23
N00004246;4325;3;7
N00004247;4150;8;11
N00004248;349;22;40
N00004249;1812;15;24
N00004250;653;14;30
N00004251;292;22;41
N00004252;3535;10;16
N00004253;4429;6;9
N00004254;3127;14;13
N00004255;4310;6;9
N00004256;3800;11;12
N00004257;3458;10;19
N00004258;1890;17;22
N00004259;3140;5;25
N00004260;4092;10;9
N00004261;3072;11;15
N00004262;829;18;32
N00004263;1093;16;30
N00004264;919;19;27
N00004265;1708;11;28
N00004266;4264;6;9
N00004267;2787;14;16
N00004268;2887;15;16
N00004269;2452;12;19
N00004270;4093;7;7
N00004271;1272;20;23
N00004272;2409;17;14
N00004273;3163;11;15
N00004274;1496;21;18
N00004275;3378;9;12
N00004276;3379;17;7
N00004277;3942;9;6
N00004278;2646;9;20
N00004279;4273;8;6
N00004280;4251;9;6
N00004281;4395;10;7
N00004282;777;19;39
N00004283;4177;9;11
N00004284;4442;7;6
N00004285;4043;7;9
N00004286;4283;3;6
N00004287;981;20;31
N00004288;1102;18;28
N00004289;648;24;35
N00004290;2420;13;18
N00004291;3667;8;12
N00004292;1065;21;26
N00004293;3360;15;8
N00004294;2802;14;5
N00004295;4072;10;15
N00004296;3911;7;18
N00004297;2252;16;20
N00004298;4254;6;7
N00004299;3759;12;15
N00004300;4291;5;12
N00004301;3941;13;6
N00004302;3890;7;19
N00004303;2817;16;14
N00004304;3581;10;11
N00004305;4140;9;9
N00004306;486;28;29
N00004307;1534;18;20
N00004308;3426;6;17
N00004309;3634;12;13
N00004310;3993;7;13
N00004311;1639;18;18
N00004312;3566;8;10
N00004313;2522;8;24
N00004314;3563;10;10
N00004315;439;22;33
N00004316;3741;8;11
N00004317;1966;21;9
N00004318;2700;16;15
N00004319;3186;8;15
N00004320;1920;13;24
N00004321;4431;5;8
N00004322;3757;6;13
N00004323;3435;11;13
N00004324;2765;12;25
N00004325;4263;7;13
N00004326;3390;10;17
N00004327;3554;14;12
N00004328;3516;13;13
N00004329;2071;10;18
N00004330;3249;14;14
N00004331;3518;13;8
N00004332;3392;11;15
N00004333;914;15;33
N00004334;323;25;39
N00004335;724;22;32
N00004336;431;23;33
N00004337;1382;13;24
N00004338;2464;7;22
N00004339;2506;13;16
N00004340;2674;11;12
N00004341;2039;17;14
N00004342;1437;16;23
N00004343;1164;21;25
N00004344;2124;13;29
N00004345;2565;9;23
N00004346;875;17;40
N00004347;3158;10;17
N00004348;807;13;40
N00004349;675;10;42
N00004350;2690;11;18
N00004351;3206;10;11
N00004352;2154;17;15
N00004353;1616;18;14
N00004354;1745;15;16
N00004355;2910;10;19
N00004356;727;10;43
N00004357;2949;8;21
N00004358;1539;15;28
N00004359;1618;17;23
N00004360;3552;10;16
N00004361;313;18;46
N00004362;2900;13;19
N00004363;2273;9;19
N00004364;2369;14;15
N00004365;1667;13;26
N00004366;915;8;42
N00004367;2092;9;25
N00004368;3209;10;13
N00004369;1567;11;29
N00004370;1321;17;24
N00004371;2942;12;12
N00004372;2328;10;20
N00004373;1111;21;21
N00004374;968;19;21
N00004375;1608;14;26
N00004376;1957;17;17
N00004377;2165;9;17
N00004378;321;21;43
N00004379;1559;15;33
N00004380;4148;9;11
N00004381;2663;11;16
N00004382;591;11;47
N00004383;1477;8;39
N00004384;2173;13;22
N00004385;4153;6;9
N00004386;2246;16;13
N00004387;3128;10;14
N00004388;2673;14;16
N00004389;2639;11;17
N00004390;2716;8;18
N00004391;1303;21;20
N00004392;256;28;44
N00004393;1115;8;42
N00004394;260;17;50
N00004395;704;17;39
N00004396;2424;14;16
N00004397;2060;13;20
N00004398;2714;11;13
N00004399;2930;12;13
N00004400;2458;12;17
N00004401;2594;14;14
N00004402;2434;9;23
N00004403;3016;13;17
N00004404;1731;14;26
N00004405;797;13;40
N00004406;131;25;44
N00004407;3358;10;15
N00004408;2340;13;21
N00004409;3011;11;15
N00004410;2704;11;18
N00004411;2175;12;24
N00004412;1709;15;25
N00004413;1124;11;41
N00004414;212;31;42
N00004415;340;18;42
N00004416;510;20;40
N00004417;2756;8;17
N00004418;1313;17;18
N00004419;3210;8;15
N00004420;2457;11;18
N00004421;1778;16;20
N00004422;2264;14;15
N00004423;1300;19;19
N00004424;930;21;22
N00004425;1876;15;23
N00004426;1916;14;19
N00004427;1384;14;26
N00004428;1501;15;19
N00004429;1948;14;16
N00004430;1840;12;21
N00004431;1789;13;23
N00004432;66;21;62
N00004433;1402;13;32
N00004434;1269;16;34
N00004435;1832;14;23
N00004436;1652;20;18
N00004437;1497;12;31
N00004438;1900;14;21
N00004439;1506;11;26
N00004440;1485;19;22
N00004441;2057;12;14
N00004442;1932;12;14
N00004443;1857;18;13
N00004444;2201;11;25
N00004445;2491;13;15
N00004446;1288;18;24
N00004447;1692;13;27
N00004448;2572;13;17
N00004449;1552;16;23
N00004450;2771;9;18
N00004451;1780;14;20
N00004452;477;19;49
N00004453;112;30;49
N00004454;234;22;45
N00004455;483;16;40
N00004456;217;21;50
N00004457;1451;16;35
N00004458;2415;9;25
N00004459;995;16;34
N00004460;895;13;45
N00004461;634;21;37
N00004462;744;8;51
N00004463;2164;13;19
N00004464;1097;13;35
N00004465;2347;14;17
N00004466;1546;16;23
N00004467;2113;11;17
N00004468;1440;16;24
N00004469;1342;16;26
N00004470;410;17;46
N00004471;682;26;25
N00004472;1627;14;18
N00004473;707;21;25
N00004474;156;24;49
N00004475;4;30;65
N00004476;90;27;50
N00004477;64;27;55
N00004478;1457;17;20
N00004479;1807;13;27
N00004480;1123;18;28
N00004481;989;23;24
N00004482;1565;13;28
N00004483;122;23;47
N00004484;1424;17;26
N00004485;830;15;28
N00004486;188;23;46
N00004487;390;27;26
N00004488;1516;13;24
N00004489;640;22;30
N00004490;1465;15;24
N00004491;1156;9;37
N00004492;1332;17;27
N00004493;1928;13;16
N00004494;918;14;39
N00004495;314;18;47
N00004496;1469;19;23
N00004497;393;18;41
N00004498;1882;15;24
N00004499;141;23;57
N00004500;26;30;60
N00004501;2212;13;15
N00004502;1765;14;17
N00004503;2274;11;15
N00004504;1293;15;32
N00004505;1368;17;20
N00004506;1706;11;25
N00004507;1624;9;32
N00004508;1371;11;34
N00004509;1030;16;32
N00004510;1117;10;34
N00004511;223;28;40
N00004512;1367;18;22
N00004513;1023;17;31
N00004514;1871;16;17
N00004515;2583;12;16
N00004516;1550;15;19
N00004517;1414;15;21
N00004518;1952;11;25
N00004519;793;11;41
N00004520;1817;15;23
N00004521;718;12;49
N00004522;3498;7;16
N00004523;1736;18;23
N00004524;1176;16;37
N00004525;2845;8;22
N00004526;1809;17;18
N00004527;1705;12;25
N00004528;1218;16;22
N00004529;1760;17;21
N00004530;1182;17;26
N00004531;1638;14;28
N00004532;1319;19;20
N00004533;1074;17;33
N00004534;1439;17;24
N00004535;1836;13;29
N00004536;921;10;44
N00004537;43;24;62